Text,Image Link,Date,Hashtags,Tweet URL
"Thanks for the incredible season, 
@umichwbball
 and 
@umichbball
! We 💙 supporting you!",https://pbs.twimg.com/media/FPBz8s6XsAkTJ9U?format=jpg&name=900x900,"Mar 29, 2022",#UMichBand #GoBlue #MarchMadness,https://twitter.com/umichband/status/1508833500258000909
"Feels like a dream ✨ 

My first year at Louisville as a GA 
@UofLWBB
 went dancing to the Final Four. My first year back we are headed there again

Let’s keep it rollin’ ",https://pbs.twimg.com/media/FPCEQvuXwAglAAw?format=jpg&name=medium,"Mar 29, 2022·",#GoCards #MarchMadness,https://twitter.com/amanda_roussin/status/1508851303988051976
"OTD in 1982, 19-year-old NorthCarolina freshman Michael Jordan makes a 16-foot jump shot with 15 seconds left to give the #TarHeels a 63-62 win over #Georgetown for the NCAA Tournament championship.",https://pbs.twimg.com/media/FPA5tEkXsAkYJtM?format=jpg&name=small,"Mar 29, 2022",#MarchMadness #FinalFour,https://twitter.com/IconicHeroesHQ/status/1508769324357533700
"Standing and knowing that there is someone somewhere who is thinking of you. Who has a little corner in their heart for you, It's like a soft blanket that wraps you up and protects you from everything.You always have this precious place in my heart",https://pbs.twimg.com/media/FRq7CP_XwAAgkDY?format=jpg&name=medium,"May 1, 2022",#CatsOfTwitter #love,https://twitter.com/NalaNapoleon/status/1520734743431684096
Can we just?,https://pbs.twimg.com/media/FRfazhaXEAAD56A?format=jpg&name=large,"Apr 29, 2022",#love #Italy,https://twitter.com/molnarbence13/status/1519923980299345922
Come grow old with me. The best is yet to be.,https://pbs.twimg.com/media/FRq-rMZVEAEMvrS?format=jpg&name=360x360,"May 1, 2022",#love,https://twitter.com/poojagarg1111/status/1520737478449106945
Brothers who snuggle and love each other the most. Walked in to this cuteness this morning,https://pbs.twimg.com/media/FRrHsijWUAI9w7H?format=jpg&name=large,"May 1, 2022",#dogsoftwitter #love,https://twitter.com/NikeyTeddy/status/1520747398162698240
"So adorable puppies, won my heart",https://pbs.twimg.com/media/FRkxTNeaIAAEkTE?format=jpg&name=900x900,"Apr 30, 2022",#puppies #dogs #dogsoftwitter #dogsarefamily #LOVE,https://twitter.com/PetsLifestyle1/status/1520300583575764997
Do you love me?,https://pbs.twimg.com/media/FRubXsHaUAAZGMs?format=jpg&name=medium,"May 2, 2022",#dog #cute #love,https://twitter.com/Oska41020921/status/1520980141492826113
"Rage crying this morning. Two years of isolating and keeping my toddlers safe, and I get infected with  at a mandatory team offsite, even while wearing a KN95 mask myself. Now my toddlers are exposed. 🤬 This isn’t over. 
@US_FDA
 we need to  now!",https://pbs.twimg.com/media/FRmR5IwVkAAHTNU?format=jpg&name=large,"Apr 30, 2022",#COVID19#ImmunizeUnder5s,https://twitter.com/TheGeekDiplomat/status/1520406765157842945
"The Ontario wastewater signal (albeit volatile) suggests a very high continuing plateau of about one million infections every two weeks. There are only 15 million in Ontario and although there is minimal data, perhaps >50% have already been infected.",https://pbs.twimg.com/media/FRtKO17XEAYNOa7?format=jpg&name=900x900,"May 1, 2022",#covid19 #covid19ontario,https://twitter.com/Billius27/status/1520894086173106177
" : pace of  continues in the country's capital Delhi. 1485 cases of corona have been registered in Delhi on Sunday. Apart from this, 1204 patients have also been cured. It is a matter of relief that not a single patient has died of  in 24 hours.",https://pbs.twimg.com/media/FRucq2waAAAPVbW?format=jpg&name=small,"May 2, 2022",#COVID19#coronavirus#corona,https://twitter.com/yadav4priya/status/1520981571079385088
"Bull Alert! 20X Volume Price: 15.49 5-min %: 4.3% Volume: $164,468",https://pbs.twimg.com/media/FRxACAdXwAEDD88?format=png&name=900x900,"May 2, 2022",#crypto #whale #btc #eth #BTCST $BTCST,https://twitter.com/abnormal_crypto/status/1521161179040788485
"Increase in Trades
TFUELUSDT, has 610% increase in the number of trades going through
Previous total trades: 135
Current total trades: 824
Average trades: 105
Market price: 0.1324
Buyers: 70%
Sellers: 30%",https://pbs.twimg.com/media/FRxBuS-XEAMY1eR?format=jpg&name=medium,"May 2, 2022",#TFUEL #TFUELUSDT #crypto,https://twitter.com/HoefnagelsBjorn/status/1521163040795893762
"🎁Giveaway from http://XT.com

🚀EVERYONE who registers, completes KYC and deposit WILL recieve:

✅15XT Tokens Equivalent to $36
✅100% Secured",https://pbs.twimg.com/media/FRwHdqLXsAAi3yc?format=jpg&name=large,"May 2, 2022",#Exchange #Binance #CoinMarketCap #Coinbase #BTC #ETH #NFT #NFTGiveaway #Giveaway #crypto #cryptotrading #cryptocurrencies,https://twitter.com/MartyBrown_C/status/1521098986316312576
"If we continue to repeat history as in 2013, I can see  at around $160,000 Dollars.

-Double Bottom (as in 2013)
-Channel breakout upwards (as in 2013)
-We are currently in the backtest of the breakout (as in 2013)

PATIENCE!⏳",https://pbs.twimg.com/media/FRws6X0X0AM8Ugh?format=jpg&name=medium,"May 2, 2022","#Bitcoin#Crypto
",https://twitter.com/el_crypto_prof/status/1521144668892844033
"The most effective  are built around legit #marketing goals. What do you want your campaign to do? Get app downloads? Clicks to a sales page? An asset catalog? Structuring your influencer campaign the right way will help you reach specific, measurable KPIs.
",https://pbs.twimg.com/media/FRwhp5bXoAEImPF?format=png&name=900x900,"May 2, 2022",#influencermarketing#marketing,https://twitter.com/ShelfInc/status/1521127779701604353
"This year is all set to witness the influencer market reaching $16.4 billion. It’s not just a fad, it’s a trend suggesting the growth of another important part of social media marketing.",https://pbs.twimg.com/media/FRpLwWfacAAbnwN?format=jpg&name=medium,"Apr 30, 2022",#influencermarketing #influencers #influencer #blogger #influencerstyle,https://twitter.com/digibeezsymedia/status/1520611386958954496
"Participants needed for top-ranked study on SurveyCircle:

""Effectiveness of influencer vs celebrity Instagram posts"" https://surveycircle.com/WSP79F/ via 
@SurveyCircle
",https://pbs.twimg.com/media/FRssmP7WUAIQq5e?format=jpg&name=900x900,"May 1, 2022",#ConsumerResearch #InfluencerMarketing #instagram #millennials #escp #study #survey #surveyc,https://twitter.com/SurveyCircle/status/1520858453534777344
"Eileen Collins became the first woman to pilot the Space Shuttle with the launch of Space Shuttle Discovery on mission STS-63. Her response in 1999 when she became the first, and at the time only woman, to do so: ""Hopefully not for long!"" ",https://pbs.twimg.com/media/FOpGnLWXIAAlbuE?format=jpg&name=large,"Mar 24, 2022",#WomenHistoryMonth,https://twitter.com/airandspace/status/1507094666809860096
"As Chair of Science Space & Technology's Research and Technology Subcommittee, Congresswoman Haley Stevens drives new investments in U.S. tech research and manufacturing to fix our supply chain.

@HaleyLive
 delivers jobs for #MI11 and fights for gunsense.",https://pbs.twimg.com/media/FPB5yggXEAUwq6b?format=jpg&name=medium,"Mar 29, 2022",#WomenHistoryMonth,https://twitter.com/TeamPelosi/status/1508840154777243648
"Today, the Women in Aviation Advisory Board submitted their final report to @FAA_Steve, including strategies to encourage women to enter the aviation field. Learn more at https://bit.ly/36ALkmO.",https://pbs.twimg.com/media/FOZ48zZXwAYVGz0?format=jpg&name=medium,"Mar 21, 2022",#WomenHistoryMonth,https://twitter.com/FAANews/status/1506024114242392067
"Senator 
@CoryBooker
 believes the American Dream isn’t real for anyone unless it’s in reach of everyone. So he works to bring it closer for underserved communities.

He fights for justice in all forms and is known to roll up his sleeves to help his NJ neighbors. ",https://pbs.twimg.com/media/FMuEY-hWQAEhDaL?format=jpg&name=medium,"Feb 28, 2022",#BlackHistoryMonth,https://twitter.com/TeamPelosi/status/1498440377157758984
Black women birthed the nation.,https://pbs.twimg.com/media/FMuAvf7XoAE9OJQ?format=jpg&name=medium,"Feb 28, 2022",#BlackHistoryMonth #GrandMidwives,https://twitter.com/BEBlkCentering/status/1498432856946847749
The theme of Black History Month 2021 was ‘Proud to be...’ So we asked our young people why they were Black and proud and here is one of the responses that we had.,https://pbs.twimg.com/media/FRbblH-WYAA5Ng2?format=jpg&name=medium,"Apr 28, 2022",#BlackHistoryMonth,https://twitter.com/42ndStreetmcr/status/1519643492443635713
"mining uses 58% clean energy. 

Your move 
@ElonMusk
 🤔
",https://pbs.twimg.com/media/FRsmuGSXIAIaKXO?format=jpg&name=medium,"May 1, 2022",#Bitcoin,https://twitter.com/BTC_Archive/status/1520851877570752514
It’s time for Bitcoin 💪,https://pbs.twimg.com/media/FRmm3iAWQAAex9j?format=jpg&name=small,"Apr 30, 2022",#Bitcoin,https://twitter.com/BTC_Archive/status/1520429825403408384
"Bitcoin is now still in this small falling wedge. During the previous major correction, a fakeout to the downside led to a big pump 

A possible fakeout to the downside could lead to 35-36k Bitcoin before going back up. Up soon 🔥🔥",https://pbs.twimg.com/media/FRrT07PXsAAnoXW?format=png&name=medium,"May 1, 2022",#Bitcoin,https://twitter.com/BTCfuel/status/1520762814809395202
"🥳BitMart Ramadan Event is on Fire!
🤑Register & Trade & Invite to share 100 billion LOVELY!

Just Click the link for details of the giveaway：https://support.bmx.fund/hc/en-us/articles/5524417903131

Participants: 58752+ 

Sign up on BitMart：https://bitmart.com/en?r=33wbgQ",https://pbs.twimg.com/media/FRmZ5kgXIAAgwJ5?format=jpg&name=medium,"Apr 30, 2022",#Crypto #cryptocurrency #CryptoGems,https://twitter.com/AisarCrypto/status/1520415569660592128
Staying ahead of the game for next year will be crucial,https://pbs.twimg.com/media/FRbb6OzVcAA3MZy?format=jpg&name=medium,"May 1, 2022",#cryptocurrency,https://twitter.com/ccp_digital/status/1520834688725696513
"Lovely afternoon with fellow TDECES in celebration of International Women's Day.
@tdece1
 
@rinafsad1",https://pbs.twimg.com/media/FRJSt1tXsAE5UmY?format=jpg&name=large,04/24/2022,"#InternationalWomensDay 
#ETFO",https://twitter.com/RitaccaPaola/status/1518366974828584961
Latepost at Woman Techmaker so inspiring..,https://pbs.twimg.com/media/FRHbBh6VUAAvAB-?format=jpg&name=medium,04/24/2022,#LatePost #InternationalWomensDay #GoogleCrowdsource,https://twitter.com/dychan8/status/1518235372714528769
"Celebrate workers, celebrate the existence and growth of every nation.
Happy workers day, from everyone at Avuna group.",https://pbs.twimg.com/media/FRrGll4XMAAs1ux?format=jpg&name=900x900,05/01/2022,#happyworkersday #internationalwomensday #avunagroup,https://twitter.com/theavunagroup/status/1520746208813322240
guys see Waves coin dump ; buy it at best price and make profit ,https://pbs.twimg.com/media/FRxWUCWaMAAR6on?format=png&name=900x900,05/02/2022,#Waves #cryptocurrencies #Bitcoin,https://twitter.com/Viv1Vilas/status/1521186400976404480
Drop your cool NFT,https://pbs.twimg.com/media/FRxaWt-XwAIk6VG?format=jpg&name=900x900,05/02/2022,#ETH #NFTs #NFTCommunity #ETH #NFTProject #NFTGame #NFTshill #NFTGANG #cryptocurrencies #NFTartists #PolygonNFT #opensea,https://twitter.com/Jovial023/status/1521190129074905088
"RT if you agree that crypto currencies should detach and not be effected by stock exchange changes and the Fed reserve! After all, crypto is decentralised and didn't use to be affected by the rumour mill!",https://pbs.twimg.com/media/FRw3ObrWYAAoCs1?format=jpg&name=900x900,05/02/2022,#cryptotrading  #cryptocurrencies,https://twitter.com/CryptopiaRising/status/1521151507017736193
"In Java, two entirely different URLs may be considered equal. Sometimes. Why? DNS. It's always DNS. Well, Java works this way: ""Two hosts are considered equivalent if both host names can be resolved into the same IP addresses"". Let's dig (no pun intended!) a little bit deeper 🧵",https://pbs.twimg.com/media/FRawRS7X0AEOuL2?format=jpg&name=900x900,04/28/2022,#Java,https://twitter.com/tnurkiewicz/status/1519643900423688192
"Full room for “From 
@Java
 11 to Java 17 and Beyond” workshop by 
@JosePaumard
 at 
@Jfokus",https://pbs.twimg.com/media/FRv_n1uXwAA1-CT?format=jpg&name=900x900,05/02/2022,#Java,https://twitter.com/Sharat_Chander/status/1521090367499776001
"✔️ An amazing lineup of speakers 
✔️ Content from around the world 
✔️ Live, free, and open to all 

Join us at the second Microsoft JDConf, our Java-focused virtual conference, on May 4-5: https://msft.it/6013w7ELT",https://pbs.twimg.com/media/FRM5oBGXIAAPBx0?format=jpg&name=900x900,04/25/2022,#Java #Developer,https://twitter.com/msdev/status/1518620867344965633
"Betdog racing birth story.
#1 2050, Changes in the Earth
#2 Cyberdog Race, a New Play Culture
#3 New Sports Culture, Race of Specialized Dogs
#4 A specialized robot dog ",https://pbs.twimg.com/media/FRvhQeraAAILqd6?format=jpg&name=900x900,05/02/2022,#nft #nftart #nftexchange #metaverse #p2e #blockchain #coin  #immopetgame #kesami,https://twitter.com/Immopet_/status/1521056976129896449
Infographic: Ways AI can be achieved. ,https://pbs.twimg.com/media/FRq7FEDXwAAjGKO?format=jpg&name=900x900,05/01/2022,"#ArtificialIntelligence 
#Blockchain #AI #DataSecurity #ML #dataScientist #5G #DataAnalytics #NLP #Python #IoT #RStats #Reactjs #IIoT #MachineLearning #java  #TensorFlow #BigData #Cloud #coding #Robotics #100DaysOfCode",https://twitter.com/CatherineAdenle/status/1520733523929407489
"I came to get my baptism at nft's.
I'm here to stay.

Life x Death",https://pbs.twimg.com/media/FRxmgiTWQAY8T9G?format=jpg&name=900x900,05/02/2022,#nft #NFTs #NFTCommunity #blockchain #nftart #NFTartcollector #NftArtCollection #nftphotography,https://twitter.com/turkeythebird01/status/1521204616226127877
Gym life ,https://pbs.twimg.com/media/FRw9z1TXIAUa7CX?format=jpg&name=900x900,05/02/2022,#pressforprogress,https://twitter.com/CrystalPoderosa/status/1521158754380754946
True.,https://pbs.twimg.com/media/EKkFa09WoAAl3DQ?format=jpg&name=900x900,11/29/2019,#ethereum #crypto #crowdfunding #medicaid #blackhistorymonth #womenshistorymonth #photography #iwd2019 #cryptocurrency #happyeaster #womensday #pressforprogress #happybirthday #internationalwomensday,https://twitter.com/Om37076142/status/1200496740962643969
Here's to strong women. May we know them. May we be them. May we raise them. ,https://pbs.twimg.com/media/ESkjjhBWAAEjRLn?format=jpg&name=medium,08/03/2020,#HappyWomensDay2020 #WomensDay2020 #InternationalWomensDay #pressforprogress,https://twitter.com/BluePapagao/status/1236558673025130496
"This Teachers Appreciation Week, tell us one mantra you've learned from your favorite digital guru, don't forget to tag the influencer.",https://pbs.twimg.com/media/FRu0ZyvVsAAZ5q0?format=jpg&name=small,05/02/2022,#TeachersAppreciationWeek#Influencer #teacher #Appreciation #ScrollMantra #shehnazians #ShehnaazGill #TeacherAppreciationWeek2022,https://twitter.com/scrollmantra/status/1521007661382201344
Start your week off right 💛✝️ A chai in a mug that makes you happy and the word of God,https://pbs.twimg.com/media/FRw9S5YVUAIAayW?format=jpg&name=900x900,05/02/2022,#monday #christian #influencer #chai #faith,https://twitter.com/FAVRApparel/status/1521158171397541888
"I put happiness on tomorrow, because the goal is to work together to grow old together.",https://pbs.twimg.com/media/FRwN68FaIAAwFEp?format=jpg&name=900x900,05/02/2022,#influencer #art #madmay#love,https://twitter.com/Diana78283404/status/1521106566279495681
"Soohorang the Performer
🐯🎪🤹",https://pbs.twimg.com/media/FRrS8bDXwAAIilR?format=jpg&name=900x900,05/01/2022,#Olympics #Soohorang #Pyeongchang2018 #ArtistOnTwitter,https://twitter.com/EternalMoonSan/status/1520759761918214144
"Neeraj Chopra will get a stadium named after him in his native village Panipat, Haryana.",https://pbs.twimg.com/media/FRwj2kEagAIdeqB?format=jpg&name=900x900,05/02/2022,#NeerajChopra #Olympics #GoldMedal #Javelin #Sports #BetHive,https://twitter.com/The_BetHive/status/1521130227493408769
"A stone sculpture created to celebrate the London 2012 Olympic Games of which Weymouth & Portland National sailing academy was the host of the sailing events! ⛵️

2.5 metres tall, 3.8 metres long & weighs 9 tonnes!",https://pbs.twimg.com/media/FRmL6GhXMAE5IYG?format=jpg&name=medium,04/30/2022,#Weymouth #Portland #Olympics,https://twitter.com/SnowAndBeach/status/1520400186685730816
Rally in the Valley 🔥🔥🔥,https://pbs.twimg.com/media/FRxYaRBVkAAIvk9?format=jpg&name=medium,05/02/2022,#smsports #nba,https://twitter.com/cst_visuals/status/1521187995272974336
"Which games is exciting you the most?!🔥🔥
Tell us in comments.🔽",https://pbs.twimg.com/media/FRxGu6XXwAIeVAA?format=jpg&name=900x900,05/02/2022,#NBAPlayoffs #NBA #basketball,https://twitter.com/Icon_Circus/status/1521168759410601985
Great workout this morning🐍🔐,https://pbs.twimg.com/media/FRscUrhUYAAUVQy?format=jpg&name=medium,05/01/2022,#NBA #LethalShooter,https://twitter.com/LethalShooter__/status/1520840444703170560
data science is such a vast and exciting field,https://pbs.twimg.com/media/FRcqQNmVcAYUYd4?format=jpg&name=medium,04/28/2022,#datascience,https://twitter.com/thedataprof/status/1519730831165517825
What stresses me out isn’t the same thing that stressed my parents out. True story.,https://pbs.twimg.com/media/FRcSEhLX0AE4ZA_?format=jpg&name=small,04/28/2022,#rstats #datascience,https://twitter.com/mdancho84/status/1519703932615933957
"XD 
What an explanation of a confusion matrix.😂😂",https://pbs.twimg.com/media/FRlmlVyWQAIc6CO?format=jpg&name=900x900,04/30/2022,#MachineLearning #DataScience,https://twitter.com/husnainhaider_/status/1520359144083103745
Never lose money ,https://pbs.twimg.com/media/FRgs4WwVgAI8AOr?format=jpg&name=900x900,04/29/2022,#jncfintech #fintech #jncx #money #advice,https://twitter.com/jncfintech/status/1520228947383885826
Great Infographic - About the Venture funding in Asia startup ecosystem by country in 2021 ,https://pbs.twimg.com/media/FRmH8imXwAEmoIr?format=jpg&name=900x900,04/30/2022,#Infographic #VentureCapital #startup #fintech #Insurtech,https://twitter.com/insurtechforum/status/1520395831660138496
"I've always been passionate about empowering girls in the field of technology, so I'm really excited to share my experience tomorrow during the International Girls in ICT Day",https://pbs.twimg.com/media/FRXoZpRXsAUOJ-J?format=jpg&name=900x900,04/27/2022,#GirlsInICT #Fintech #InclusioninICT,https://twitter.com/BenteKrogmann/status/1519376599493320704
Have Been Pulling a 'Second Shift' for Decades https://wired.com/story/second-shift-women-tech/…,https://pbs.twimg.com/media/FRwxTs8XwAEKA3j?format=jpg&name=medium,05/02/2022,#leadership#WomenInTech,https://twitter.com/TamaraMcCleary/status/1521144990839328770
"This is a day to celebrate everyone out there that puts in their best to ensure productivity and progress in their various organisations. 

You are the real MVP.

Happy International Labor Day to you!",https://pbs.twimg.com/media/FRq6mGvWQAAVr0k?format=jpg&name=medium,05/01/2022,#InternationalWorkersDay #Hertechtrail #InternationalLabourDay #womenintech,https://twitter.com/hertechtrail/status/1520734703535415296
"Tasneem Van Wyk, Executive for Converged Connectivity and Infrastructure Solutions at Sizwe Africa IT Group unpacks how we help customers enhance and maintain their company’s overall security posture, across network, endpoint & cloud. Read: https://itweb.co.za/content/KPNG878NJdJq4mwD…",https://pbs.twimg.com/media/FRL7dYcXoAAtE4g?format=jpg&name=medium,04/25/2022,#womenintech,https://twitter.com/sizweitgroup/status/1518559516207591424
"We would have been hard-pressed find a more relevant play for NL. There are only 300 seats for this short run of Theo Toksvig-Stewart's play that - "".. smashes all stereotypes about rape and sexual violence"" - Broadway Baby",https://pbs.twimg.com/media/FMnwFpMXIAMt3pS?format=jpg&name=small,02/27/2022,#relevant #metoo #unmissable #shortrun,https://twitter.com/QETCtheatre/status/1497992332129542148
"Post, the ultimate lifehack came through for penis-owners.",https://pbs.twimg.com/media/FMo8ketaMAEEiND?format=jpg&name=medium,02/27/2022,#metoo,https://twitter.com/LabelFreeBrands/status/1498076428570873856
"Where are the boundaries, the actual boundaries? When do we determine, enough is enough? https://karlyletomms.com/single-post/2018/01/07/MeToo…",https://pbs.twimg.com/media/FMo2gtgXEAQHTAi?format=jpg&name=medium,02/27/2022,#metoo #timesup,https://twitter.com/Karlyle_Tomms/status/1498069763716751360
Leonardo enters the metaverse - DALLE2,https://pbs.twimg.com/media/FRlL3MNWUAASKU4?format=jpg&name=900x900,04/30/2022,#dalle #AI #AIart #digitalart #generativeart #DeepLearning #MachineLearning #ArtistOnTwitter #transformers #vision,https://twitter.com/nin_artificial/status/1520329808772837376
“Rich is a Python library for rich text and beautiful formatting in the terminal.” https://bit.ly/3grvBbm,https://pbs.twimg.com/media/FRHqxmzX0AAqvnC?format=jpg&name=medium,04/24/2022,#AI #DataScience #MachineLearning #DeepLearning,https://twitter.com/MikeTamir/status/1518252690605842437
Programming Languages And Their Uses,https://pbs.twimg.com/media/FRnlm-8XEAAKjHC?format=jpg&name=small,04/30/2022,#Python #DataScience #MachineLearning #WebApps #Automation #gamedevelopment #java #Androidapps #serversideapps #C++ #games #gui #OS #Database #Javascript #Flyingrobot #IOT #Deeplearning #IOSapps #Apps #ml #js #webapps #web #enterprise #Ai,https://twitter.com/AbdulWahidChoh4/status/1520500817551405058
"When the chemistry meets a tree, it is the chemistree 😁",https://pbs.twimg.com/media/FRcQYFJXwAMKiz3?format=jpg&name=900x900,04/28/2022,#memes #science,https://twitter.com/DNA_RNA_Uni/status/1519701411302461442
Finally managed to get round to stacking extra data of the Iris Reflection Nebula. Love how much dust was captured!,https://pbs.twimg.com/media/FRv2LRkXsAAnMDg?format=jpg&name=900x900,05/02/2022,#Astrophotography #space #science #photography,https://twitter.com/JAY21564/status/1521079978800074754
"Plagioclase in this glomerocryst from an andesite at Cabo de Gata (SE Spain).
The concentric arrangement of melt inclusions is impressive.",https://pbs.twimg.com/media/FRMJ0C3XIAMR6p7?format=jpg&name=medium,04/25/2022,#MineralMonday #minerals #crystals #rocks #nature #science #art #geology #volcano #microscopy #photography #sciart #wallart #lava #nature,https://twitter.com/micROCKScopica/status/1518568645596700673